Year,Year ending,Police Service Area,Local Government Area,Offence Division,Offence Subdivision,Offence Subgroup,Offence Count,"PSA Rate per 100,000 population","LGA Rate per 100,000 population"
2025,September,Wodonga,Wodonga,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing, 1 , 1.4 , 2.2 
2025,September,Wodonga,Wodonga,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking, 17 , 24.4 , 37.2 
2025,September,Wodonga,Wodonga,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 6 , 8.6 , 13.1 
2025,September,Wodonga,Wodonga,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor, 5 , 7.2 , 11.0 
2025,September,Wodonga,Wodonga,C Drug offences,C30 Drug use and possession,C31 Drug use, 1 , 1.4 , 2.2 
2025,September,Wodonga,Wodonga,C Drug offences,C30 Drug use and possession,C32 Drug possession, 193 , 276.5 , 422.9 
2025,September,Wodonga,Wodonga,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 39 , 55.9 , 85.5 
2025,September,Wodonga,Wodonga,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences, 76 , 108.9 , 166.5 
2025,September,Wodonga,Wodonga,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 1 , 1.4 , 2.2 
2025,September,Wodonga,Wodonga,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 17 , 24.4 , 37.2 
2025,September,Wodonga,Wodonga,D Public order and security offences,D20 Disorderly and offensive conduct,D22 Drunk and disorderly in public, 2 , 2.9 , 4.4 
2025,September,Wodonga,Wodonga,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct, 15 , 21.5 , 32.9 
2025,September,Wodonga,Wodonga,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 4 , 5.7 , 8.8 
2025,September,Wodonga,Wodonga,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 5 , 7.2 , 11.0 
2025,September,Wodonga,Wodonga,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 1 , 1.4 , 2.2 
2025,September,Wodonga,Wodonga,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 34 , 48.7 , 74.5 
2025,September,Wodonga,Wodonga,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 151 , 216.4 , 330.9 
2025,September,Wodonga,Wodonga,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 6 , 8.6 , 13.1 
2025,September,Wodonga,Wodonga,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 13 , 18.6 , 28.5 
2025,September,Wodonga,Wodonga,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 15 , 21.5 , 32.9 
2025,September,Wodonga,Wodonga,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order, 612 , 876.9 ," 1,341.0 "
2025,September,Wodonga,Wodonga,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 40 , 57.3 , 87.6 
2025,September,Wodonga,Wodonga,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions, 208 , 298.0 , 455.7 
2025,September,Wodonga,Wodonga,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 16 , 22.9 , 35.1 
2025,September,Wodonga,Wodonga,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 5 , 7.2 , 11.0 
2025,September,Wodonga,Wodonga,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 10 , 14.3 , 21.9 
2025,September,Wodonga,Wodonga,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 1 , 1.4 , 2.2 
2025,September,Wodonga,Wodonga,F Other offences,F90 Miscellaneous offences,F94 Dangerous substance offences, 5 , 7.2 , 11.0 
2025,September,Wyndham,Wyndham,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences, 15 , 4.3 , 4.3 
2025,September,Wyndham,Wyndham,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 424 , 121.4 , 121.4 
2025,September,Wyndham,Wyndham,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 323 , 92.5 , 92.5 
2025,September,Wyndham,Wyndham,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 81 , 23.2 , 23.2 
2025,September,Wyndham,Wyndham,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 633 , 181.3 , 181.3 
2025,September,Wyndham,Wyndham,A Crimes against the person,A20 Assault and related offences,A232 Non-FV Common assault, 496 , 142.0 , 142.0 
2025,September,Wyndham,Wyndham,A Crimes against the person,A30 Sexual offences,A30 Sexual offences, 650 , 186.1 , 186.1 
2025,September,Wyndham,Wyndham,A Crimes against the person,A40 Abduction and related offences,A41 Abduction, 10 , 2.9 , 2.9 
2025,September,Wyndham,Wyndham,A Crimes against the person,A40 Abduction and related offences,A42 False imprisonment, 15 , 4.3 , 4.3 
2025,September,Wyndham,Wyndham,A Crimes against the person,A50 Robbery,A51 Aggravated robbery, 165 , 47.2 , 47.2 
2025,September,Wyndham,Wyndham,A Crimes against the person,A50 Robbery,A52 Non-Aggravated robbery, 17 , 4.9 , 4.9 
2025,September,Wyndham,Wyndham,A Crimes against the person,A60 Blackmail and extortion,A61 Blackmail, 6 , 1.7 , 1.7 
2025,September,Wyndham,Wyndham,A Crimes against the person,A60 Blackmail and extortion,A62 Extortion, 9 , 2.6 , 2.6 
2025,September,Wyndham,Wyndham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A711 FV Stalking, 63 , 18.0 , 18.0 
2025,September,Wyndham,Wyndham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A712 Non-FV Stalking, 28 , 8.0 , 8.0 
2025,September,Wyndham,Wyndham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A721 FV Harassment and private nuisance, 87 , 24.9 , 24.9 
2025,September,Wyndham,Wyndham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A722 Non-FV Harassment and private nuisance, 75 , 21.5 , 21.5 
2025,September,Wyndham,Wyndham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A731 FV Threatening behaviour, 181 , 51.8 , 51.8 
2025,September,Wyndham,Wyndham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",A732 Non-FV Threatening behaviour, 107 , 30.6 , 30.6 
2025,September,Wyndham,Wyndham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A81 Dangerous driving, 72 , 20.6 , 20.6 
2025,September,Wyndham,Wyndham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A83 Throw or discharge object endangering people, 49 , 14.0 , 14.0 
2025,September,Wyndham,Wyndham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,A89 Other dangerous or negligent acts endangering people, 106 , 30.4 , 30.4 
2025,September,Wyndham,Wyndham,B Property and deception offences,B10 Arson,B11 Cause damage by fire, 67 , 19.2 , 19.2 
2025,September,Wyndham,Wyndham,B Property and deception offences,B10 Arson,B12 Cause a bushfire, 2 , 0.6 , 0.6 
2025,September,Wyndham,Wyndham,B Property and deception offences,B10 Arson,B19 Other fire related offences, 9 , 2.6 , 2.6 
2025,September,Wyndham,Wyndham,B Property and deception offences,B20 Property damage,B21 Criminal damage," 1,601 ", 458.4 , 458.4 
2025,September,Wyndham,Wyndham,B Property and deception offences,B20 Property damage,B22 Graffiti, 55 , 15.7 , 15.7 
2025,September,Wyndham,Wyndham,B Property and deception offences,B20 Property damage,B29 Other property damage offences, 14 , 4.0 , 4.0 
2025,September,Wyndham,Wyndham,B Property and deception offences,B30 Burglary/Break and enter,B311 Residential aggravated burglary, 547 , 156.6 , 156.6 
2025,September,Wyndham,Wyndham,B Property and deception offences,B30 Burglary/Break and enter,B312 Non-residential aggravated burglary, 46 , 13.2 , 13.2 
2025,September,Wyndham,Wyndham,B Property and deception offences,B30 Burglary/Break and enter,B321 Residential non-aggravated burglary, 893 , 255.7 , 255.7 
2025,September,Wyndham,Wyndham,B Property and deception offences,B30 Burglary/Break and enter,B322 Non-residential non-aggravated burglary, 908 , 260.0 , 260.0 
2025,September,Wyndham,Wyndham,B Property and deception offences,B30 Burglary/Break and enter,B329 Unknown non-aggravated burglary, 7 , 2.0 , 2.0 
2025,September,Wyndham,Wyndham,B Property and deception offences,B40 Theft,B41 Motor vehicle theft," 1,783 ", 510.6 , 510.6 
2025,September,Wyndham,Wyndham,B Property and deception offences,B40 Theft,B42 Steal from a motor vehicle," 3,987 "," 1,141.7 "," 1,141.7 "
2025,September,Wyndham,Wyndham,B Property and deception offences,B40 Theft,B43 Steal from a retail store," 1,695 ", 485.4 , 485.4 
2025,September,Wyndham,Wyndham,B Property and deception offences,B40 Theft,B44 Theft of a bicycle, 346 , 99.1 , 99.1 
2025,September,Wyndham,Wyndham,B Property and deception offences,B40 Theft,B45 Receiving or handling stolen goods, 701 , 200.7 , 200.7 
2025,September,Wyndham,Wyndham,B Property and deception offences,B40 Theft,B49 Other theft," 3,106 ", 889.4 , 889.4 
2025,September,Wyndham,Wyndham,B Property and deception offences,B50 Deception,B51 Forgery and counterfeiting, 99 , 28.3 , 28.3 
2025,September,Wyndham,Wyndham,B Property and deception offences,B50 Deception,B53 Obtain benefit by deception, 731 , 209.3 , 209.3 
2025,September,Wyndham,Wyndham,B Property and deception offences,B50 Deception,B54 State false information, 25 , 7.2 , 7.2 
2025,September,Wyndham,Wyndham,B Property and deception offences,B50 Deception,B55 Deceptive business practices, 1 , 0.3 , 0.3 
2025,September,Wyndham,Wyndham,B Property and deception offences,B50 Deception,B56 Professional malpractice and misrepresentation, 1 , 0.3 , 0.3 
2025,September,Wyndham,Wyndham,B Property and deception offences,B50 Deception,B59 Other deception offences, 7 , 2.0 , 2.0 
2025,September,Wyndham,Wyndham,C Drug offences,C10 Drug dealing and trafficking,C11 Drug dealing, 1 , 0.3 , 0.3 
2025,September,Wyndham,Wyndham,C Drug offences,C10 Drug dealing and trafficking,C12 Drug trafficking, 137 , 39.2 , 39.2 
2025,September,Wyndham,Wyndham,C Drug offences,C20 Cultivate or manufacture drugs,C21 Cultivate drugs, 9 , 2.6 , 2.6 
2025,September,Wyndham,Wyndham,C Drug offences,C20 Cultivate or manufacture drugs,C23 Possess drug manufacturing equipment or precursor, 37 , 10.6 , 10.6 
2025,September,Wyndham,Wyndham,C Drug offences,C30 Drug use and possession,C31 Drug use, 2 , 0.6 , 0.6 
2025,September,Wyndham,Wyndham,C Drug offences,C30 Drug use and possession,C32 Drug possession, 746 , 213.6 , 213.6 
2025,September,Wyndham,Wyndham,D Public order and security offences,D10 Weapons and explosives offences,D11 Firearms offences, 179 , 51.3 , 51.3 
2025,September,Wyndham,Wyndham,D Public order and security offences,D10 Weapons and explosives offences,D12 Prohibited and controlled weapons offences, 416 , 119.1 , 119.1 
2025,September,Wyndham,Wyndham,D Public order and security offences,D10 Weapons and explosives offences,D13 Explosives offences, 8 , 2.3 , 2.3 
2025,September,Wyndham,Wyndham,D Public order and security offences,D20 Disorderly and offensive conduct,D21 Riot and affray, 126 , 36.1 , 36.1 
2025,September,Wyndham,Wyndham,D Public order and security offences,D20 Disorderly and offensive conduct,D23 Offensive conduct, 27 , 7.7 , 7.7 
2025,September,Wyndham,Wyndham,D Public order and security offences,D20 Disorderly and offensive conduct,D24 Offensive language, 1 , 0.3 , 0.3 
2025,September,Wyndham,Wyndham,D Public order and security offences,D20 Disorderly and offensive conduct,D25 Criminal intent, 76 , 21.8 , 21.8 
2025,September,Wyndham,Wyndham,D Public order and security offences,D30 Public nuisance offences,D31 Privacy offences, 14 , 4.0 , 4.0 
2025,September,Wyndham,Wyndham,D Public order and security offences,D30 Public nuisance offences,D32 Hoaxes, 8 , 2.3 , 2.3 
2025,September,Wyndham,Wyndham,D Public order and security offences,D30 Public nuisance offences,D35 Improper movement on public or private space, 159 , 45.5 , 45.5 
2025,September,Wyndham,Wyndham,D Public order and security offences,D40 Public security offences,D43 Hacking, 2 , 0.6 , 0.6 
2025,September,Wyndham,Wyndham,E Justice procedures offences,E10 Justice procedures,E11 Escape custody, 4 , 1.1 , 1.1 
2025,September,Wyndham,Wyndham,E Justice procedures offences,E10 Justice procedures,E13 Resist or hinder officer, 211 , 60.4 , 60.4 
2025,September,Wyndham,Wyndham,E Justice procedures offences,E10 Justice procedures,E14 Pervert the course of justice or commit perjury, 21 , 6.0 , 6.0 
2025,September,Wyndham,Wyndham,E Justice procedures offences,E10 Justice procedures,E15 Prison regulation offences, 2 , 0.6 , 0.6 
2025,September,Wyndham,Wyndham,E Justice procedures offences,E10 Justice procedures,E19 Other justice procedures offences, 63 , 18.0 , 18.0 
2025,September,Wyndham,Wyndham,E Justice procedures offences,E20 Breaches of orders,E21 Breach family violence order," 2,021 ", 578.7 , 578.7 
2025,September,Wyndham,Wyndham,E Justice procedures offences,E20 Breaches of orders,E22 Breach intervention order, 120 , 34.4 , 34.4 
2025,September,Wyndham,Wyndham,E Justice procedures offences,E20 Breaches of orders,E23 Breach bail conditions, 346 , 99.1 , 99.1 
2025,September,Wyndham,Wyndham,E Justice procedures offences,E20 Breaches of orders,E29 Breach of other orders, 35 , 10.0 , 10.0 
2025,September,Wyndham,Wyndham,F Other offences,F20 Transport regulation offences,F21 Public transport, 8 , 2.3 , 2.3 
2025,September,Wyndham,Wyndham,F Other offences,F20 Transport regulation offences,F22 Aviation regulations offences, 4 , 1.1 , 1.1 
2025,September,Wyndham,Wyndham,F Other offences,F20 Transport regulation offences,F23 Maritime regulations offences, 8 , 2.3 , 2.3 
2025,September,Wyndham,Wyndham,F Other offences,F20 Transport regulation offences,F24 Pedestrian offences, 2 , 0.6 , 0.6 
2025,September,Wyndham,Wyndham,F Other offences,F20 Transport regulation offences,F29 Other transport regulation offences, 11 , 3.1 , 3.1 
2025,September,Wyndham,Wyndham,F Other offences,F30 Other government regulatory offences,F31 Betting and gaming offences, 22 , 6.3 , 6.3 
2025,September,Wyndham,Wyndham,F Other offences,F30 Other government regulatory offences,F33 Liquor and tobacco licensing offences, 17 , 4.9 , 4.9 
2025,September,Wyndham,Wyndham,F Other offences,F90 Miscellaneous offences,F92 Public health and safety offences, 1 , 0.3 , 0.3 
2025,September,Wyndham,Wyndham,F Other offences,F90 Miscellaneous offences,F93 Cruelty to animals, 2 , 0.6 , 0.6 
2025,September,Wyndham,Wyndham,F Other offences,F90 Miscellaneous offences,F99 Other miscellaneous offences, 1 , 0.3 , 0.3 
2025,September,Yarra,Yarra,A Crimes against the person,A10 Homicide and related offences,A10 Homicide and related offences, 4 , 3.9 , 3.9 
2025,September,Yarra,Yarra,A Crimes against the person,A20 Assault and related offences,A211 FV Serious assault, 129 , 126.3 , 126.3 
2025,September,Yarra,Yarra,A Crimes against the person,A20 Assault and related offences,A212 Non-FV Serious assault, 293 , 286.9 , 286.9 
2025,September,Yarra,Yarra,A Crimes against the person,A20 Assault and related offences,"A22 Assault police, emergency services or other authorised officer", 91 , 89.1 , 89.1 
2025,September,Yarra,Yarra,A Crimes against the person,A20 Assault and related offences,A231 FV Common assault, 168 , 164.5 , 164.5 
